Actual Cap Rate,Age,Asking Price,Assessed Improved,Assessed Land,Assessed Value,Assessed Year,Bldg SF,Building Class,Building Condition,Building Materials,Buyer (True) Address,Buyer (True) City,Buyer (True) Company,Buyer (True) Contact,Buyer (True) Phone,Buyer (True) Post-Direction,Buyer (True) Pre-Direction,Buyer (True) State,Buyer (True) Street Name,Buyer (True) Street Number,Buyer (True) Zip Code,Buyer Address,Buyer City,Buyer Company,Buyer Contact,Buyer Phone,Buyer State,Buyer Street Name,Buyer Street Number,Buyer Street Post-Direction,Buyer Street Pre-Direction,Buyer Zip Code,Buyers Broker Address,Buyers Broker Agent First Name,Buyers Broker Agent Last Name,Buyers Broker City,Buyers Broker Company,Buyers Broker Phone,Buyers Broker State,Buyers Broker Street Name,Buyers Broker Street Number,Buyers Broker Street Post-Direction,Buyers Broker Street Pre-Direction,Buyers Broker Zip Code,Ceiling Height,Comp ID,Comps Number,Corner,Coverage,Description Text,Document Number,Down Payment,Fire Sprinkler,First Trust Deed Balance,First Trust Deed Lender,First Trust Deed Payment,First Trust Deed Terms,Floor Area Ratio,Frontage,GIM,GRM,Gross Income,Improvement Ratio,Land Area AC,Land Area SF,Land Improvements,Land SF Gross,Land SF Net,Latitude,Legal Description,Listing Broker Address,Listing Broker Agent First Name,Listing Broker Agent Last Name,Listing Broker City,Listing Broker Company,Listing Broker Phone,Listing Broker State,Listing Broker Street Name,Listing Broker Street Number,Listing Broker Street Post-Direction,Listing Broker Street Pre-Direction,Listing Broker Zip Code,Loading Docks,Longitude,Lot Dimensions,Map Code,Map Page,Map X,Map Y,Market,Market Time,Multi-Sale Name,Net Income,Non-Arms Length Reasons,Number Of 1 Bedrooms,Number Of 2 Bedrooms,Number Of 3 Bedrooms,Number Of Floors,Number Of Other Bedrooms,Number Of Parking Spaces,Number Of Rooms,Number Of Studios,Number Of Tenants,Number Of Units,One Bedroom Mix,Other Mix,Parcel Number 1,Parcel Number 2,Parking Ratio,Percent Office,Portfolio City,Portfolio County,Portfolio Name,Portfolio State,Portfolio Zip,Power,Price Per AC Land,Price Per AC Land Net,Price Per Room,Price Per SF,Price Per SF (Net),Price Per SF Land,Price Per SF Land Net,Price Per Unit,Pro Forma Cap Rate,Property Address,Property City,Property County,Property Name,Property State,Property Street Name,Property Street Number,Property Street Post-Direction,Property Street Pre-Direction,Property Zip Code,PropertyType,Proposed Use,Publication Date,Rail Served,Recording Date,Research Completed Date,Research Status,Roof Type,Sale Condition,Sale Date,Sale Price,Sale Price Comment,Sale Status,Second Trust Deed Balance,Second Trust Deed Lender,Second Trust Deed Payment,Second Trust Deed Terms,Secondary Type,Seller (True) Address,Seller (True) City,Seller (True) Company,Seller (True) Contact,Seller (True) Phone,Seller (True) Post-Direction,Seller (True) Pre-Direction,Seller (True) State,Seller (True) Street Name,Seller (True) Street Number,Seller (True) Zip Code,Seller Address,Seller City,Seller Company,Seller Contact,Seller Phone,Seller State,Seller Street Name,Seller Street Number,Seller Street Post-Direction,Seller Street Pre-Direction,Seller Zip Code,Size,Stamp,Star Rating,Studio Mix,Submarket Cluster,Submarket Code,Submarket Name,Tenancy,Three Bedroom Mix,Title Company,Total Expense Amount,Transaction Notes,Transfer Tax,Two Bedroom Mix,Typ Flr (SF),Units Per Acre,Vacancy,Year Built,Zoning
,29,,357320,327460,684780,2012,30000,C,,Masonry,122 Lafayette Ave,Laurel,"Security Vault Works, Inc.",,3017762577,,,MD,Lafayette Ave,122,20707,122 Lafayette Ave,Laurel,"FSA Enterprises, LLC",Greg Spaniel,3017762577,MD,Lafayette Ave,122,,,20707,"1431 Greenway Dr, 350",Ryan,Boozer,Irving,Mercer Company,2146307010,TX,Greenway Dr,1431,,,75038,"24'0""",2736931,,,0.228806773,,,,Yes,,,,,0.228806773,,,,,52,3.01,131115,,,,32.838867,,"15455 Dallas Pky, 400",Nathan,Denton,Addison,Lee & Associates,9729344000,TX,Dallas Pky,15455,,,75001,3,-96.895974,,32-MD,32,M,D,Dallas/Ft Worth,95,,,,,,,1,,28,,,,,,,3.247E+16,,,15,,,,,,,478405.32,,,48,48,10.98,,,,3403 Century Cir,Irving,Dallas,,TX,Century Cir,3403,,,75062,Industrial,,5/6/2013,,,7/9/2013,Research Complete,,,4/15/2013,1440000,Confirmed,Sold,,,,,Distribution,9901 Princeton-Glendale Rd,Springdale,OKI Bering,Bill Rice,5133414002,,,OH,Princeton-Glendale Rd,9901,45246,9901 Princeton-Glendale Rd,Cincinnati,Bering Sales Inc,,5133414002,OH,Princeton-Glendale Rd,9901,,,45246,30000,,3 Star,,South Stemmons Ind,GUI,West Brookhollow Ind,Multi,,,,"Bering Sales Inc sold the property to FSA Enterprises, LLC on April 15th, 2013. The property is a 30,000 SF industrial building on just over 3 acres. OKI Bering previously occupied the building before vacating and selling. The buyer of the property operates as Security Vault Works, Inc., and have since purchasing taken occupancy of the building effective July of 2013. There were no known sales conditions to affect the value of the property. Lee & Associates represented the seller.",,,30000,,,1985,CW
,31,,637350,625670,1263020,2012,36174,C,,Masonry,18 Loveton Cir,Sparks,"McCormick & Co., Inc.",Phillip Dow,4107717301,,,MD,Loveton Cir,18,21152,18 Loveton Cir,Sparks,"McCormick & Co., Inc.",,4107717301,MD,Loveton Cir,18,,,21152,"1431 Greenway Dr, 350",Ryan,Boozer,Irving,Mercer Company,2146307010,TX,Greenway Dr,1431,,,75038,"16'0""",2732339,,,0.26788412,,20130101221,,Yes,,,,,0.34851447,,,,,50,3.1,135036,,,,32.8376,PUROLATOR 1ST REV BLK A LOT 1R ACS 6.7434 VOL93013/2775 EX011393 CO-DALLAS 4166500A01R00 1324166500A,"1431 Greenway Dr, 350",Ryan,Boozer,Irving,Mercer Company,2146307010,TX,Greenway Dr,1431,,,75038,17,-96.897861,,32-MD,32,M,D,Dallas/Ft Worth,,,,,,,,1,,42,,,2,,,,324166500A01R0000,,1.16,,,,,,,,463870.97,,,39.75,39.75,10.65,,,,3225 Century Cir,Irving,Dallas,Emery Airfrieght,TX,Century Cir,3225,,,75062,Industrial,,4/30/2013,,4/2/2013,5/14/2013,Research Complete,,,4/1/2013,1438000,Confirmed,Sold,,,,,Distribution,13911 Distribution Way,Farmers Branch,Advanced Concrete Surfaces,Bill Pickler,9726200004,,,TX,Distribution Way,13911,75234,11234 Goodnight Ln,Dallas,"WRJ Century Circle, LLC",,,TX,Goodnight Ln,11234,,,75229,36174,,3 Star,,South Stemmons Ind,GUI,West Brookhollow Ind,Multi,,,,"WRJ Century Circle, LLC sold 3225 Century Circle in Irving, TX to McCormick & Co., Inc. for an undisclosed sale price.",,,36174,,,1983,CW
,43,1600000,963860,264840,1228700,2012,20471,C,,Masonry,"192 Industrial Blvd, 107",McKinney,Environmental Logistics Company,Mark Gilbreasth,4697429981,,,TX,Industrial Blvd,192,75069,7477 Chateau Ridge Ln,Riverside,"Morgan Haven, LLC",,,CA,Chateau Ridge Ln,7477,,,92506,"3032 E Hebron Pky, 102",Tracy,Peterson,Carrollton,Re/Max DFW Associates III,9724926262,TX,Hebron Pky,3032,,E,75010,"20'0""",2891828,,,0.2394045,,,,None,,,,,0.251438462,,,,,78,1.96,85508,,,,32.904552,,"15455 Dallas Pky, 400",Nathan,Denton,Addison,Lee & Associates,9729344000,TX,Dallas Pky,15455,,,75001,None,-96.890397,95x195,23-AD,23,A,D,Dallas/Ft Worth,114,,,,,,,1,,123,,,,,,,6.06832E+11,,6.01,31.263739,,,,,,N,713194.09,,,68.39,68.39,16.37,,,,2605 Northaven Rd,Dallas,Dallas,,TX,Northaven Rd,2605,,,75229,Industrial,,11/20/2013,,11/15/2013,1/10/2014,Research Complete,,,11/13/2013,1400000,Confirmed,Sold,,,,,Warehouse,2727 Northaven Rd,Dallas,"McGray Group, LLC",Gregory Duncan,,,,TX,Northaven Rd,2727,75229,2727 Northaven Rd,Dallas,"McGray Group, LLC",,,TX,Northaven Rd,2727,,,75229,20471,,3 Star,,South Stemmons Ind,GT2,East Hines North Ind,Multi,,Lawyers Title,,"McGray Group, LLC completed the sale of 2605 Northaven Road on November 13th, 2013 to Morgan Haven, LLC. The seller was represented by Nathan Denton of Lee & Associates. The buyer was represented by Tracy Peterson with Re/Max DFW Associates III. The purchase price was $1.4 million. The property is a 20,471 SF industrial building constructed in 1971. The building features 20-foot clear heights, 4 grade level doors, and is located on a 1.96 acre parcel.",,,20471,,,1971,IR
,56,1356000,341780,719560,1061340,2012,39900,C,,Masonry,,,,,,,,,,,,1300 Crampton St,Dallas,Donald J Brown,,,TX,Crampton St,1300,,,75207,"2001 Ross Ave, 2800",Cameron,Crockford,Dallas,"Stream Realty Partners, L.P.",2142670400,TX,Ross Ave,2001,,,75201,"16'0""",2872767,,,0.692876741,,20130310423,,Yes,1220600,Seacoast Cmrc Bk,,,0.693606085,288 feet on Crampton St,,,,32,1.32,57586,,,,32.800484,,"2001 Ross Ave, 2800",Jason,Moser,Dallas,"Stream Realty Partners, L.P.",2142670400,TX,Ross Ave,2001,,,75201,4,-96.838894,288x194,44-BD,44,B,D,Dallas/Ft Worth,1460,,,,,,,1,,36,,,,,,,7.76257E+11,,,15.037594,,,,,,Y,1057639.94,,,35.04,35.04,24.28,,,,1300 Crampton St,Dallas,Dallas,,TX,Crampton St,1300,,,75207,Industrial,,10/28/2013,,10/1/2013,11/6/2013,Research Complete,,,9/27/2013,1398200,Confirmed,Sold,1220600,Seacoast Commerce Bank,,,Distribution,1008 Avalon Dr,Lewisville,Crampton Street Partners LP,Ted Murphy,9728990577,,,TX,Avalon Dr,1008,75056,1008 Avalon Dr,Lewisville,Crampton Street Partners LP,,9728990577,TX,Avalon Dr,1008,,,75056,39900,,2 Star,,South Stemmons Ind,GTO,North Trinity Ind,Multi,,,,"Crampton Street Partners LP sold 1300 Crampton Street in Dallas, TX to Donald Brown and Sulan Kite for a confirmed price of $1,398,200.",,,39900,,,1958,"IRD, Dallas"
,33,1550000,458460,468360,926820,2011,47732,B,,Masonry,541 Sterling Dr,Richardson,"Microwave Transmission Systems, Inc.",P. David Spurlin,9726690591,,,TX,Sterling Dr,541,75081,541 Sterling Dr,Richardson,"Microwave Transmission Systems, Inc.",,9726690591,TX,Sterling Dr,541,,,75081,"15455 Dallas Pky, 400",George,Tanghongs,Addison,Lee & Associates,9729344000,TX,Dallas Pky,15455,,,75001,"20'0""",2283992,,,0.407655715,"Additional land for parking and or expansion. ""Red Label"" rooms and 100% HVAC. Building has 8,155sf of office and 6,283sf of mezzanine office space.",20120091414,,None,,,,,0.407655715,,,,,49,2.69,117089,,,,32.9704858,CENTRAL PARK REP BLK B PT LT 2 ACS 2.688 VOL2002183/4139 DD09182002 CO-DC 0415000B00200 3420415000B,"2600 Avenue K, 253",Ron,Putnam,Plano,Putnam Commercial Real Estate,9725789594,TX,Avenue K,2600,,,75074,2,-96.714759,,7-VD,7,V,D,Dallas/Ft Worth,1533,,,,,,,1,,128,,,,,,,420415000B0020000,,2.68,30,,,,,,Y,511532.74,,,28.81,28.81,11.74,,,,1751-1755 Jay Ell Dr,Richardson,Dallas,,TX,Jay Ell Dr,1751,,,75081,Industrial,,3/28/2012,,4/2/2012,3/29/2012,Research Complete,,,3/26/2012,1375000,Confirmed,Sold,,,,,Distribution,1704 Fernwood Dr,Plano,"Axis Digital, Inc.",,9722313091,,,TX,Fernwood Dr,1704,75075,1704 Fernwood Dr,Plano,"Axis Digital, Inc.",,9722313091,TX,Fernwood Dr,1704,,,75075,47732,,2 Star,,Northeast Dallas Ind,GTY,Richardson Ind,Multi,,,22824.95,"Details of this transaction are from sources deemed to be accurate. In a sale dated March 26th, 2012 Axis Digital Inc. sold the multi-tenant property 1751-1755 Jay Ell Drive in Richardson to Microwave Transmission Systems, Inc.. Prior to the sale, there were three tenants on month-to-month terms occupying the property. The listing broker was Ron Putnam, of Putnam Commercial Real Estate. The buyer was represented by George Tanghongs and Brett Lewis of Lee & Associates. Following the purchase, the buyer is said to be occupying the majority of the building while continuing to lease portions of the building. The buyer of the property is a local-based Richardson telecommunications company.",,,47732,,,1981,"IM, Richardson"
,47,1800000,,,,2011,39603,C,,Metal,420 Grove Rd N,Richardson,"GO Industries, Inc.",Bob Orth,9727837444,N,,TX,Grove Rd,420,75081,420 N Grove Rd,Richardson,Orth Realty LLC,,,TX,Grove Rd,420,,N,75081,"9400 N Central Expy, 500",Kevin,Santaularia,Dallas,Bradford Companies,9727767000,TX,Central Expy,9400,,N,75231,,2317224,,,0.300054551,"4) buildings totalling 39,603 square feet 8,701 sf office building 9,902 sf fabrication building 3,000 sf Paint Booth 18,000 sf 100% HVAC Assembly building with 4,000 sf of office. 3.03 acres - fenced 10,000 square feet - office (2) 20 ton cranes Heavy power Zoned for I-M (1)",20120122240,202500,None,1147500,The American National Bank of Texas,,,0.300054551,,,,,,3.03,131986,,,,32.9578574,,"2100 McKinney Ave, 700-900",John,Hendricks,Dallas,CBRE,2149796100,TX,McKinney Ave,2100,,,75201,None,-96.7142943,,,,,,Dallas/Ft Worth,148,,,,,,,1,,80,,,1,,,,420877200101B0000,,2.02,32.070803,,,,,,Y,445544.55,,,34.09,34.09,10.23,,,,909 N Bowser Rd,Richardson,Dallas,,TX,Bowser Rd,909,N,N,75081,Industrial,,5/29/2012,,,6/12/2012,Research Complete,,,4/26/2012,1350000,Confirmed,Sold,,,,,Manufacturing,1800 Overview Dr,Rock Hill,Atlas Copco Compressors LLC,Michael Anderson,8038177000,,,SC,Overview Dr,1800,29730,1800 Overview Dr,Rock Hill,Atlas Copco Compressors LLC,,8038177000,SC,Overview Dr,1800,,,29730,39603,,2 Star,,Northeast Dallas Ind,GTY,Richardson Ind,Multi,,,,"From sources deemed reliable close to the transaction. The building is 39,603 square feet. The property sales price was $1,350,000. No conditions effected the final price. The former owner vacated the property a few months before the closing. This is an owner/user sale. This is an expansion for the new owner. The seller and buyerused broker representation. There will be some space available for lease from the new owner.",,,39603,,15.15,1967,I-M (1)
,43,,763810,270740,1034550,2011,20471,C,,Masonry,2727 Northaven Rd,Dallas,"McGray Group, LLC",Gregory Duncan,,,,TX,Northaven Rd,2727,75229,2727 Northaven Rd,Dallas,"McGray Group, LLC",,,TX,Northaven Rd,2727,,,75229,"15455 Dallas Pky, 400",Nathan,Denton,Addison,Lee & Associates,9729344000,TX,Dallas Pky,15455,,,75001,"20'0""",2249389,,,0.2394045,,20110337171,261950,None,1047800,State Bk&tr/dallas,,,0.251438462,,,,,73,1.96,85508,,,,32.904552,,,,,,,,,,,,,,None,-96.890397,95x195,23-AD,23,A,D,Dallas/Ft Worth,,,,,,,,1,,123,,,,,,,6.06832E+11,,6.01,31.263739,,,,,,N,667218.54,,,63.98,63.98,15.32,,,,2605 Northaven Rd,Dallas,Dallas,,TX,Northaven Rd,2605,,,75229,Industrial,,2/6/2012,,12/28/2011,2/10/2012,Research Complete,,,12/19/2011,1309750,Confirmed,Sold,,,,,Warehouse,11031 Grissom Ln,Dallas,Can-Fer Construction,,9724844344,,,TX,Grissom Ln,11031,75229,707 Winding Bend Cir,Highland Village,Anahiem Services LLC,Diane Manning,9723173724,TX,Winding Bend Cir,707,,,75077,20471,,3 Star,,South Stemmons Ind,GT2,East Hines North Ind,Single,,,27499.79,"A party deemed reliable confirmed the information in this report. The 20,471-sf industrial building sold on 12/19/2011 for $1,309,750. This was an investment sale and the property is currently on the market for lease.",,,20471,,,1971,IR
,,1400000,,,,2011,12053,,,Metal,524 Teresa Ln,Grand Prairie,Agrimat USA LLC,Nana Obleng,9729742996,,,TX,Teresa Ln,524,75052,524 Teresa Ln,Grand Prairie,Agrimat USA LLC,,9729742996,TX,Teresa Ln,524,,,75052,,,,,,,,,,,,,,2553333,,,0.033738209,,2.012E+11,,,,,,,0.035520494,,,,,,5.5,239580,,,,32.7985221,LT:1 BLK:1 BK:98196 PG:65 CITY:GRAND PRAIRIE SUB:FUENTES,13604 Justice Ct,Dave,Hinson,Euless,One Search,2147321812,TX,Justice Ct,13604,,,76040,,-97.0283172,,,,,,Dallas/Ft Worth,120,3025 Roy Orr Blvd,,,,,,,,25,,,2,,,,2.80673E+16,,,,Grand Prairie,Dallas,,TX,75050,,,,,,,,,,,3025 Roy Orr Blvd (2 Properties),Grand Prairie,Dallas,3025 Roy Orr Blvd,TX,Roy Orr Blvd,3025,,,75050,Mixed,,9/12/2012,,9/12/2012,9/17/2012,Research Complete,,,9/6/2012,1300000,Confirmed,Sold,,,,,Distribution,3025 Roy Orr Blvd,Grand Prairie,"PRLA Enterprises, L.L.C.",Pete Fuentes,9728802158,,,TX,Roy Orr Blvd,3025,75050,3025 Roy Orr Blvd,Grand Prairie,"PRLA Enterprises, L.L.C.",,9728802158,TX,Roy Orr Blvd,3025,,,75050,12053,,3 Star,,Great SW/Arlington Ind,GUC,Upper Great Southwest Ind,Multi,,,,"Sources deemed reliable close to the transaction confirmed the sale of this office and industrial building. Both properties sold for $1,300,000. The office building is now occupied by the buyer as the industrial building is offered for lease. It was indicated the buyer would eventually utilized both building for his import/export business. Office building offered 3,970 square feet while the industrial building offers 8,000 square feet.",,,8083,,,,
,50,1550000,294000,200990,494990,2012,14670,C,,Masonry,1336 W North Carrier Pky,Grand Prairie,Cancun Market,Martin Reavis,9725227754,,W,TX,North Carrier Pky,1336,75050,1336 W North Carrier Pky,Grand Prairie,Jolais LLC,,9725227754,TX,North Carrier Pky,1336,,W,75050,"12740 Hillcrest Rd, 205",Bob,Kent,Dallas,Structure Commercial,2143738300,TX,Hillcrest Rd,12740,,,75230,,2787057,,,0.476623672,,20130218283,,None,660000,"JP Morgan Chase Bank, N.A.",,,0.476623672,,,,,59,0.71,30779,,,,32.9363485,,"4300 Sigma Rd, 100",Larry,Robbins,Dallas,Capstone Commercial,9722505800,TX,Sigma Rd,4300,,,75244,None,-96.9015714,,12-LD,12,L,D,Dallas/Ft Worth,162,,,,,,,1,,10,,,,,,,2.41616E+16,,,,,,,,,Y,1839796.21,,,88.62,88.62,42.24,,,,14010 N Stemmons Fwy,Dallas,Dallas,,TX,Stemmons Fwy,14010,N,N,75234,Industrial,,7/11/2013,,7/11/2013,9/17/2013,Research Complete,,,7/9/2013,1300000,Confirmed,Sold,528000,"JP Morgan Chase Bank, N.A.",,,Service,2211 N 7th St,West Monroe,Community Trust Bank,Cary Davis,3184104704,,N,LA,7th St,2211,71291,2211 N 7th St,West Monroe,Community Trust Bank,,3184104704,LA,7th St,2211,,N,71291,14670,,2 Star,,Northwest Dallas Ind,GTJ,N Stemmons/Valwood Ind,Single,,,,"A source deemed reliable confirmed 14010 N Stemmons Freeway, Dallas, TX 75234 sold for $1,300,000 on 7/9/2013.",,,14670,,,1964,PD70
,44,1400000,1114940,196300,1311240,2012,46800,C,,Masonry,5124 Sharp St,Dallas,McMahans Flooring Inc,John Crawford,2146310600,,,TX,Sharp St,5124,75247,5124 Sharp St,Dallas,McMahans Flooring Inc,,2146310600,TX,Sharp St,5124,,,75247,"2001 Ross Ave, 2800",Hanes,Chatham,Dallas,"Stream Realty Partners, L.P.",2142670400,TX,Ross Ave,2001,,,75201,"19'6""",2728742,,,0.59687787,"* Near Dallas Tollway, Central Expressway, and Interstate Highway 35E",20130117337,,Yes,,,,,0.59687787,,,,,85,1.8,78408,,,,32.810622,,"2100 McKinney Ave, 700-900",David,Easterling,Dallas,CBRE,2149796100,TX,McKinney Ave,2100,,,75201,4,-96.870816,,33-YD,33,Y,D,Dallas/Ft Worth,884,,,,,,,1,,20,,,,,,,7.65974E+11,,,6.057692,,,,,,,719722.22,,,27.68,27.68,16.52,,,,5124 Sharp St,Dallas,Dallas,,TX,Sharp St,5124,,,75247,Industrial,,4/25/2013,,4/16/2013,7/19/2013,Research Complete,,,4/12/2013,1295500,Confirmed,Sold,,,,,Distribution,4184 Conant St,Long Beach,Turbo Air Group,Dan Cho,3109001000,,,CA,Conant St,4184,90846,1250 E Victoria St,Carson,"BFC Investment, LLC",,3109001000,CA,Victoria St,1250,,E,90746,46800,,2 Star,,South Stemmons Ind,GUI,West Brookhollow Ind,Single,,,,"Sold for a confirmed price of $1,295,500.",,,46800,,,1970,IR-Dallas
,22,1591520,1043140,285400,1328540,2010,32480,C,,Masonry,1906 Beckert Dr,Piqua,Shah Alka,Shah Alka,9377733906,,,OH,Beckert Dr,1906,45356,1906 Beckert Dr,Piqua,M-D Investments Inc,,9377733906,OH,Beckert Dr,1906,,,45356,"2101 Cedar Springs Rd, 900",Jean,Russo,Dallas,"Cushman & Wakefield of Texas, Inc.",9726639600,TX,Cedar Springs Rd,2101,,,75201,"20'7""",2149495,,,0.398737984,"É?õ +/- 1,680 SF Office É?õ +/- 20É?? 7É?ù Clear Height É?õ Sprinklered É?õ (4) 10É??x10É?? Dock High Doors É?õ (2) 14É??x14É?? Oversized Grade Level Doors É?õ +/- 105É?? Truck Court Depth É?õ +/- 39É?? x 36É?? Bay Size É?õ 11, 700 SF Outside Storage É?õ Restroom with Shower",20110180935,,Yes,,,,,0.407085947,,,,,78,1.87,81457,,,,32.9851495,,"1445 MacArthur Dr, 116",Brian,Pafford,Carrollton,Bradford Companies,9723899000,TX,MacArthur Dr,1445,,,75007,4,-96.8524127,,4-JD,4,J,D,Dallas/Ft Worth,306,,,,,,,1,,57,,,,,,,14107320012RA0000,,1.75,5.172414,,,,,,,669879.14,,,38.57,38.57,15.38,,,,2555 Tarpley Rd,Carrollton,Dallas,,TX,Tarpley Rd,2555,,,75006,Industrial,,7/26/2011,,,7/29/2011,,,,7/26/2011,1252674,Confirmed,Sold,,,,,Distribution,12420 Plaza Dr,Parma,"PARTS ASSOCIATES, INC.",Joe Fascano,2164337700,,,OH,Plaza Dr,12420,44130,2555 Tarpley Rd,Carrollton,"Parts Associates, Inc.",,,TX,Tarpley Rd,2555,,,75006,32480,,3 Star,,Northwest Dallas Ind,GTH,Metropolitan/Addison Ind,Single,,,65579.64,All parties involved were either unable to disclose any data or could not be reached for comment. Details provided are based on information obtained from recorded documents and county assessor records.,,,32480,,,1992,Z122
,44,1398000,,,,2010,45081,B,Needs Improvement,Masonry,,,Rosellini Family Revocable Trust,Rocky Rosellini,,,,,,,,1801 109th St,Grand Prairie,RFR Real Estate LLC,,,TX,109th St,1801,,,75050,"1200 Summit Ave, 800",Todd,Hubbard,Fort Worth,NAI Robert Lynn,8178858333,TX,Summit Ave,1200,,,76102,"18'0""",2193627,,,0.37067399,,D211237303,,Wet,1000000,Bank Of America,,,0.37067399,,,,,,2.79,121619,,,,32.76648,GSID COMM #1 BLK 7 SITE 12,"6012 Campus Circle Dr W, 210",Mark,Skinner,Irving,"Property Advisers Realty, Inc.",9724659900,TX,Campus Circle Dr,6012,W,,75063,6,-97.045025,365x330,70-UF,70,U,F,Dallas/Ft Worth,226,,,,,,,1,,24,,,,,,,3686876,,,11.091147,,,,,,Y,447707.74,,,27.73,27.73,10.28,,,,1202 Avenue J,Grand Prairie,Tarrant,,TX,Avenue J,1202,,,75050,Industrial,,10/13/2011,,9/29/2011,10/19/2011,Research Complete,,,9/29/2011,1250000,Confirmed,Sold,,,,,Distribution,1202 Avenue J E,Grand Prairie,"Alpha Imports, Corp",Yuan Ling,,E,,TX,Avenue J,1202,75050,1202 Avenue J E,Grand Prairie,Yuan L. & Mei Hwa Wu Ling,,,TX,Avenue J,1202,E,,75050,45081,,3 Star,,Great SW/Arlington Ind,GUC,Upper Great Southwest Ind,Multi,,,32932.07,"It has been reported that the property at 1202 Avenue J in Grand Prairie, TX has sold as of 9/29/2011. The 45,081Sf Industrial property sold for a confirmed price of $1,250,000. The seller was an individual Yuan Ling. He was represented by Mark Skinner of Property Advisors Realty Inc. It's said that he previously owned the building with his own company before leasing out a portion of it to a tenant. Both have completely vacated for the new owner an RFR Real Estate LLC. They will use the property themselves and although the business name could not be disclosed it will be a manufacturing company. The new owner was represented by Todd Hubbard of NAI Robert Lynn. Documents will be attached as they become available. No special Sale conditions were involved.",,,45081,,,1970,F1
,44,1500000,598355,112493,710848,2011,18323,C,,Masonry,4000 Ash Ln,Dallas,Patterson Food Processors,Michael Schirato,2148213300,,,TX,Ash Ln,4000,75223,9301 Canter Dr,Dallas,Ms2 Investments Llc,,,TX,Canter Dr,9301,,,75231,"8150 N Central Expy, 1150",Ed,Frieze,Dallas,Triumph Commercial Real Estate,2148844949,TX,Central Expy,8150,,N,75206,"19'8""",2653162,,,0.407241126,"18,323 SF on Ò1.0329 acres of land YearBuilt: 1970, with major renovations and expansion in 2004 Clear Height: 19É?? 8É?ù,combination of painted É??concrete TÉ?ù and IMP surfaces Column Spacing: 40É?? x 35É?? Process Areas: USDA washable finishes,sanitation, exhaust, make-up air, power drops, upgraded stainless floor drains Freezer Area: 1,570 SF @ -10ß F, single bank of evaporators centrally located,280 pallet positions in current configuration CoolerAreas: Area #1: 1,116 SF @ 35ß F Area #2: 1,590 SF @ 35ß F, racked , 350 pallet positions RefrigeratedDock Area: 4 dock positions with pit levelers, refrigerated for 40ß F Plant Support Systems: Make-up air,exhaust ventilation, process boilers, air compressors, utility drops Office Area: Ò4,100 SF",D212300164,250000,None,1000000,Wells Fargo Bk Na,,,0.407241126,,,,,84,1.03,44993,,,,32.753803,,"2100 McKinney Ave, 700-900",Kevin,Kelly,Dallas,CBRE,2149796100,TX,McKinney Ave,2100,,,75201,4,-97.045232,,84-DF,84,D,F,Dallas/Ft Worth,437,,,,,,,1,,25,,,,,,,4618998,,1.3,22.376248,,,,,,Y,1210184.92,,,68.22,68.22,27.78,,,,730 N Great Southwest Pky,Arlington,Tarrant,USDA Food Processing Plant,TX,Great Southwest Pky,730,N,N,76011,Industrial,,1/22/2013,,12/7/2012,7/26/2013,Research Complete,,,12/6/2012,1250000,Confirmed,Sold,,,,,Refrigeration/Cold Storage,22303 Us-95,Parma,"CTI Foods, LLC",,2084827844,,,ID,Us-95,22303,83660,22303 Hwy 95,Wilder,Cti Arlington Llc,,,ID,Hwy 95,22303,,,83676,18323,,3 Star,,Great SW/Arlington Ind,GTD,Lower Great Southwest Ind,Single,,,18410.02,"From sources deemed reliable close to the transaction. The building is 18,323 square feet on a 1.0329 acre parcel. The property sales price was $1,250,000. Both the seller and buyer used broker representation. The new owner will occupy the property. No conditions effected the final price.",,,18323,,,1970,"IM, Arlington"
